,ticker,date,marketcap,pb,mom,volume,volatility,roe,accruals,agr,sector,mktvol
80414,CLB,2023-11-10,905.0,4.0,0.14464687036771395,395671.2,0.0561067109478495,0.20132976190766871,0.11063931612244748,0.009481192265046845,Energy,0.1568115661039658
80511,CLBK,2023-11-10,1696.5,1.7,-0.27924179380490044,50966.2,0.041701493133560856,0.06098745499910975,-0.03294057928287122,0.008181484633491776,Financial Services,0.1568115661039658
80576,CLBT,2023-11-10,1384.6,78.9,0.44147843942505105,251531.6,0.05634921204966185,-2.7752774144835306,-4.969541709924899,0.013737198875737988,Technology,0.1568115661039658
80673,CLDT,2023-11-10,464.2,0.6,-0.17637059073523165,190740.6,0.04496788539707283,0.012151333813096783,-0.09844669987440245,0.002101749259077579,Real Estate,0.1568115661039658
80770,CLDX,2023-11-10,1273.3,5.2,-0.3066312997347481,2410186.0,0.06385031975362956,-0.4322237532290611,-0.09743331376458009,-0.06610981942961425,Healthcare,0.1568115661039658
80964,CLFD,2023-11-10,373.9,1.2,-0.7262899810542739,340090.6,0.06902952185985026,0.17691415532359397,0.08711026486688654,0.16416681672037248,Technology,0.1568115661039658
81267,CLMB,2023-11-10,198.2,2.9,0.3124524859358371,11704.4,0.05025762085189881,0.1826505856806199,-0.35903745501810846,0.03591391103291852,Technology,0.1568115661039658
82229,CLST,2023-11-10,52.9,0.6,-0.125193199381762,4809.6,0.03146751452012849,0.00465163022411095,-0.009808622744174695,-0.01359975859703555,Financial Services,0.1568115661039658
82423,CLW,2023-11-10,583.5,0.9,-0.03469279661016933,117193.2,0.04010344424521749,0.1387664290717317,-0.09608174364467884,0.004909887395995627,Basic Materials,0.1568115661039658
83010,CMCO,2023-11-10,986.6,1.2,0.2675636885540005,96072.4,0.042686533404265335,0.06098935537759222,-0.030986064520525713,0.028976883700023937,Industrials,0.1568115661039658
83786,CMP,2023-11-10,985.1,1.8,-0.31359963754436304,332859.6,0.053800690852494705,0.023485992283173964,-0.18430912039366998,0.0229840913455146,Basic Materials,0.1568115661039658
83904,CMPS,2023-11-10,326.2,1.3,-0.4584086799276673,384344.0,0.09701913077733422,-0.6129652821033996,-0.010291446742943317,0.09256756253121279,Healthcare,0.1568115661039658
84292,CMT,2023-11-10,152.0,1.1,1.5075862068965518,231938.6,0.08668620142333858,0.18264208543013188,-0.10865987741181521,0.017242449053082698,Basic Materials,0.1568115661039658
84389,CMTG,2023-11-10,1477.5,0.6,-0.32041783068140417,126731.2,0.04633768544192497,-0.021117098644261346,-0.06440196213267317,-0.0002854952415802803,Real Estate,0.1568115661039658
84486,CMTL,2023-11-10,339.2,0.8,-0.11744680851063838,219160.4,0.09232233354345089,-0.060460437961126316,-0.05049645708891274,0.005588879098585631,Technology,0.1568115661039658
85251,CNK,2023-11-10,1764.6,5.4,0.37207425343018574,3684922.2,0.05697952585122411,0.5384712252864878,-1.662259161314696,-0.0020439899932906958,Communication Services,0.1568115661039658
85445,CNMD,2023-11-10,3029.7,3.8,0.22460755642400954,353340.2,0.043467495339085685,0.07542552246830841,0.0008027590451070568,0.003642684011811337,Healthcare,0.1568115661039658
85599,CNNE,2023-11-10,1253.0,0.5,-0.28498627989023917,653765.2,0.03897697152626542,-0.08483371862140411,-0.05690113284285043,-0.03318858061921992,Consumer Cyclical,0.1568115661039658
85696,CNO,2023-11-10,2745.9,1.5,0.06573615488518691,653433.8,0.03672039804818389,0.15500444080071052,-0.15494978479196556,0.003496586718474637,Financial Services,0.1568115661039658
85793,CNOB,2023-11-10,683.7,0.6,-0.26874630146250744,76072.8,0.06225976957720032,0.08432311627336003,-0.03876591458297949,0.005169936942812425,Financial Services,0.1568115661039658
86016,CNS,2023-11-10,2595.5,7.1,0.011244048560234754,134102.6,0.04973695594519755,0.3779149411668515,-0.11385645084710266,0.0690152510130344,Financial Services,0.1568115661039658
86307,CNTA,2023-11-10,604.9,2.2,0.6929577464788734,178341.2,0.11136051036882633,-0.5399649870949531,0.030975239980703027,-0.06931292407711243,Healthcare,0.1568115661039658
86724,CNX,2023-11-10,3321.6,0.8,0.2537878787878789,3063018.0,0.04227057045332136,0.6588099340874952,0.35566774365210524,-0.004129491110743455,Energy,0.1568115661039658
86926,CNXN,2023-11-10,1545.3,1.9,0.10570981296860826,47147.8,0.03817469966049309,0.09926174111730296,-0.16039473513271327,0.010473657208815323,Technology,0.1568115661039658
87023,COCO,2023-11-10,1640.8,8.5,1.4514925373134329,982379.4,0.05551921671408157,0.22617744788733254,-0.24545192294483698,0.057644736024594634,Consumer Defensive,0.1568115661039658
87217,CODA,2023-11-10,72.5,1.5,0.1025210084033612,7850.8,0.08057522752229618,0.08823178036543383,0.04933058179390708,0.024372728589321158,Industrials,0.1568115661039658
87314,CODI,2023-11-10,1332.3,1.2,0.004260665319276935,130239.8,0.034301791869081034,0.0830130299893043,0.024246443674274046,-0.001999731576132202,Industrials,0.1568115661039658
87664,COFS,2023-11-10,168.8,0.9,-0.2288476661886477,8783.2,0.07026985601554449,0.13864047050927789,-0.14599329159013666,0.012975528741687503,Financial Services,0.1568115661039658
87761,COGT,2023-11-10,594.3,2.0,-0.23349436392914658,810976.0,0.0706144699689757,-0.6285484829616212,-0.13691908185214535,0.018545938194181932,Healthcare,0.1568115661039658
87858,COHN,2023-11-10,13.8,0.4,-0.22208737864077666,6313.4,0.155271792128877,-0.30525370507651234,1.235527751158684,-0.11682421273726884,Financial Services,0.1568115661039658
88078,COHU,2023-11-10,1482.2,1.6,-0.06040086673889489,221200.6,0.043808538896661725,0.055013087799611865,-0.07912723581584334,-0.006331398525263432,Technology,0.1568115661039658
88563,COLL,2023-11-10,798.3,4.5,0.09390609390609383,437527.4,0.03475664089475429,0.047814194971713735,-1.3720595078839593,-0.004863757738979291,Healthcare,0.1568115661039658
89254,COOP,2023-11-10,3683.6,0.9,0.2558734589439404,791466.4,0.03532035805605941,0.11079995129672471,-0.22890539388773895,0.011908468244084647,Financial Services,0.1568115661039658
89619,CORT,2023-11-10,2580.1,5.6,0.039999999999999813,816554.8,0.06261872222017127,0.18983046598482597,-0.13301586290207598,0.026898074415335316,Healthcare,0.1568115661039658
90121,COUR,2023-11-10,2846.5,4.6,0.3133574007220219,1556900.0,0.04312165851189388,-0.2262138535606575,-0.24552814941241963,-0.011068188024247472,Consumer Defensive,0.1568115661039658
90543,CPE,2023-11-10,2190.5,0.6,-0.15626373626373624,1952178.0,0.06480549229196578,0.14278130350925214,-0.18734598353055504,0.024685936508558548,Energy,0.1568115661039658
90640,CPF,2023-11-10,453.5,1.0,-0.14745933343930484,110037.4,0.046761886231333635,0.1369612891280127,-0.11052971251272292,0.010056956252024296,Financial Services,0.1568115661039658
90737,CPHC,2023-11-10,96.7,1.2,-0.13290598290598288,12714.8,0.017564241083299004,0.16377506638460562,0.004312436342699568,0.015245263197121828,Consumer Cyclical,0.1568115661039658
91028,CPK,2023-11-10,1543.2,1.8,-0.1326858395374324,506831.4,0.03342556561292945,0.10289472500024838,-0.13813541443254146,0.009496153626987303,Utilities,0.1568115661039658
91425,CPRX,2023-11-10,1370.0,3.9,-0.12764505119453928,1354248.2,0.05284441162954819,0.1827407130295952,-0.19439084956153657,0.05134860856726897,Healthcare,0.1568115661039658
91688,CPSI,2023-11-10,159.0,0.7,-0.4984271233834323,266718.4,0.07812784722287335,0.021210688895181514,-0.07983401828425984,-0.006122908115836712,Healthcare,0.1568115661039658
91786,CPSS,2023-11-10,204.9,0.8,-0.030335861321776902,13544.0,0.08026735103144911,0.23480936690246615,-0.6996059767524189,0.018499034175645246,Financial Services,0.1568115661039658
92082,CRAI,2023-11-10,629.5,3.0,-0.1373807428877042,53907.4,0.033473695907479485,0.1744022709672376,-0.11928441079686618,-0.006867390040165677,Industrials,0.1568115661039658
92434,CRC,2023-11-10,3453.0,1.7,0.22938092130431853,558322.8,0.038308852947198886,0.22621981271562347,-0.08723509117792015,-0.002144704472339609,Energy,0.1568115661039658
92531,CRCT,2023-11-10,1650.3,3.1,-0.14559900939015602,388025.6,0.09654241929808853,0.08964771692073505,-0.4375375714172654,-0.055573939768890135,Technology,0.1568115661039658
92628,CRD.A,2023-11-10,512.3,3.1,0.3959586611136823,72957.0,0.05178507637163795,0.11882063326463801,-0.6480041525550033,0.002037925162637011,Financial Services,0.1568115661039658
92813,CRDO,2023-11-10,2408.0,6.9,0.043594902749832354,1109863.6,0.10958091573124822,-0.08085055089500708,-0.11589889591399208,-0.00608546452073222,Technology,0.1568115661039658
93200,CRGY,2023-11-10,1890.0,1.2,-0.12192271166630153,1058511.2,0.07380753212485412,0.01735403924308443,-0.6712499129283018,0.030879238111496177,Energy,0.1568115661039658
93297,CRI,2023-11-10,2524.7,3.2,0.07089284549664132,600946.8,0.04638011348499489,0.26141832523833286,-0.3873199388072485,-0.030318879194602966,Consumer Cyclical,0.1568115661039658
93394,CRIS,2023-11-10,36.1,1.2,-0.6488919667590027,31600.6,0.11605969676922606,-1.3538000964327095,-0.18751124448570422,-0.08008447122668394,Healthcare,0.1568115661039658
93491,CRK,2023-11-10,3021.0,1.3,-0.3307960672375514,3988873.0,0.08124276575249008,0.26980061098756125,-0.2853272090299425,0.0195800490308764,Energy,0.1568115661039658
93976,CRMT,2023-11-10,473.9,0.9,0.08554651007607106,72182.2,0.07051273454221471,0.02194693929021617,0.2672257398752133,0.04784875756452878,Consumer Cyclical,0.1568115661039658
94073,CRNC,2023-11-10,667.9,1.0,-0.0374655647382921,403670.0,0.06694999061907492,-0.3863976509276853,-0.37414755092902097,-0.047437877135326434,Technology,0.1568115661039658
94170,CRNX,2023-11-10,1798.9,3.3,0.5829255029907559,994108.2,0.1792713480040758,-0.570382160595257,-0.10417855421652288,0.19091971474032587,Healthcare,0.1568115661039658
94461,CRS,2023-11-10,3289.2,2.3,0.7504848093083385,407290.0,0.04135763540590634,0.07826515885050332,0.00511536985951002,0.011272499711806105,Industrials,0.1568115661039658
94655,CRSR,2023-11-10,1265.6,1.9,-0.2545454545454545,758123.0,0.039372779642325155,-0.004480238695596193,-0.08792820660130768,0.030387878516763944,Technology,0.1568115661039658
94784,CRTO,2023-11-10,1306.1,1.3,0.06367746797287133,352184.4,0.03661666307101559,0.007486474115114091,-0.17704110384837785,0.0020557782120951273,Communication Services,0.1568115661039658
94978,CRVL,2023-11-10,3403.0,15.3,0.3391654562260664,23918.4,0.03929826122637528,0.3616130086022286,-0.10855504337410621,0.021142397266577184,Financial Services,0.1568115661039658
95075,CRVO,2023-11-10,13.4,0.9,0.0264492257091955,11167.2,0.16983907885170893,-0.6996541332159877,0.04100071434969371,-0.13971883378222616,Healthcare,0.1568115661039658
95463,CSBR,2023-11-10,75.2,39.5,-0.0390625,5368.0,0.07098893298346139,-1.331635565312843,-1.3625466520307354,-0.031752775889417606,Healthcare,0.1568115661039658
95754,CSGS,2023-11-10,1479.4,5.7,-0.10180062722435612,217955.2,0.031423417858992865,0.21568463965525564,-0.09555948551643635,0.013557831539753096,Technology,0.1568115661039658
96024,CSPI,2023-11-10,113.5,2.6,1.6091516979153009,20967.4,0.10107907089527257,0.11858625444517018,0.1788954205675303,0.011242788881766774,Technology,0.1568115661039658
96121,CSR,2023-11-10,772.5,1.1,-0.02815544005782533,123426.6,0.039177782059499816,0.06413940011503644,-0.07155090801441907,-0.020111158672719953,Real Estate,0.1568115661039658
96316,CSTL,2023-11-10,462.3,1.2,-0.4475680499776884,278829.0,0.16421033565803922,-0.19499370500694063,-0.11696678180585596,-0.012399917834612029,Healthcare,0.1568115661039658
96413,CSTR,2023-11-10,323.1,0.9,-0.12904378909740843,134757.4,0.04550347552223721,0.09564964812228402,-0.11871278628201459,0.007785489342669205,Financial Services,0.1568115661039658
96510,CSV,2023-11-10,314.2,1.9,0.008692397271668595,217137.6,0.06102917078591153,0.21925487764826138,-0.2727443566105767,0.019221522304369243,Consumer Cyclical,0.1568115661039658
96607,CSWC,2023-11-10,868.5,1.3,0.26385681293302543,374415.6,0.022799954921332674,0.11048992791930888,0.49637961134483843,0.06186172547334379,Financial Services,0.1568115661039658
96704,CSWI,2023-11-10,2630.6,4.5,0.5131211893426877,59230.0,0.034705799051883125,0.1903379471177049,-0.12114960229596254,-0.002432931559507634,Industrials,0.1568115661039658
96995,CTBI,2023-11-10,701.1,1.1,-0.2385461141959604,29933.0,0.035292208368418995,0.12592324868063343,-0.017317756897830546,0.007331461838543607,Financial Services,0.1568115661039658
97127,CTG,2023-11-10,167.4,1.6,0.36572554169402505,68667.8,0.051963109367267626,0.005072489246744723,-0.015161210927885799,0.0019557883411662758,Technology,0.1568115661039658
97493,CTLP,2023-11-10,483.6,2.9,1.1424148606811149,303322.2,0.06360543609114828,0.00405886313359623,-0.08694174601647911,0.03197807647823314,Technology,0.1568115661039658
97823,CTO,2023-11-10,371.6,0.8,-0.1490594868012014,83002.2,0.029984018351082997,-0.00945548976643229,-0.13720975424695508,0.05692807096002839,Real Estate,0.1568115661039658
98114,CTRE,2023-11-10,2559.7,2.3,0.18926678445229705,1423100.2,0.020811284583885484,0.04080580365825381,-0.13179025030522637,0.007784822516542,Real Estate,0.1568115661039658
98211,CTRN,2023-11-10,206.1,1.3,0.05494505494505497,36718.8,0.06293456572736314,0.12208089310431462,0.034861529194580076,0.011738146437231922,Consumer Cyclical,0.1568115661039658
98308,CTS,2023-11-10,1199.0,2.3,-0.05534419639652577,152315.8,0.0417251039477119,0.11654981394307946,-0.0427199477626183,0.006457632232770738,Technology,0.1568115661039658
99052,CUBI,2023-11-10,1290.5,0.8,-0.08104989904816862,309124.8,0.09501658350812689,0.13686162167732027,0.19321316883232373,0.02133572341800316,Financial Services,0.1568115661039658
99336,CULL,2023-11-10,76.6,0.8,-0.053172926806869136,4085.2,0.00923573097890275,0.03894011859580177,-0.017275687860637465,0.020780638258080852,Financial Services,0.1568115661039658
99433,CULP,2023-11-10,64.8,0.8,0.0797665369649807,10221.4,0.04363421814108862,-0.31458783362863363,-0.29366061773042185,-0.05828491504897648,Consumer Cyclical,0.1568115661039658
99758,CUZ,2023-11-10,2818.4,0.6,-0.2184343954820891,1552106.2,0.044929670012840164,0.019235800863188483,-0.061444066270880664,0.002953709245741898,Real Estate,0.1568115661039658
99855,CVBF,2023-11-10,2278.2,1.2,-0.43055857422299504,663634.4,0.06467346814954551,0.12577643981823203,-0.03151432767682044,-0.004182350855642669,Financial Services,0.1568115661039658
99952,CVCO,2023-11-10,2153.9,2.1,0.13183251955234843,66755.4,0.0520250480053778,0.19601259931447126,-0.058601860605802865,0.020061994211356016,Consumer Cyclical,0.1568115661039658
100049,CVCY,2023-11-10,188.0,1.0,-0.18977169921771075,16093.0,0.053591404255300734,0.15033304764083216,-0.03534135660762661,0.0009856235265000013,Financial Services,0.1568115661039658
100146,CVEO,2023-11-10,324.4,1.1,-0.3164082821766725,77988.8,0.05110621765909117,-0.019000980602169957,-0.31256374127464626,-0.01183154115836249,Industrials,0.1568115661039658
100284,CVGI,2023-11-10,190.8,1.3,0.04196816208393628,220352.0,0.05066418505145324,-0.07198275053904565,-0.709282834911409,-0.027408815666648767,Consumer Cyclical,0.1568115661039658
100381,CVGW,2023-11-10,434.8,2.0,-0.27867987572542363,76588.4,0.06257354019139942,-0.017206973110952425,0.03390961181151189,-0.009620815778508263,Consumer Defensive,0.1568115661039658
100478,CVI,2023-11-10,3042.1,3.2,-0.109325829097071,1145453.2,0.055150032090730806,1.0829335161069225,-0.4016449623029472,0.012835820895522376,Energy,0.1568115661039658
100602,CVLG,2023-11-10,523.4,1.3,0.15272399342209986,33333.0,0.06486818460109854,0.1417550987958425,-0.09775969019242735,0.04247532396991649,Industrials,0.1568115661039658
100699,CVLT,2023-11-10,3080.8,17.0,0.004352393816599243,310183.8,0.03183966928297208,-0.09082439508136654,-0.9781342657377637,-0.0022641730982030372,Technology,0.1568115661039658
100796,CVLY,2023-11-10,196.7,1.1,-0.11697269527162024,9630.4,0.03845054506171413,0.150117980308362,0.019850221059279978,-0.007647018161343944,Financial Services,0.1568115661039658
101051,CVR,2023-11-10,16.4,0.6,-0.364267724948485,1353.6,0.04420760948996475,-0.14206162211698017,-0.019959750320151654,-0.05003549304237753,Industrials,0.1568115661039658
101148,CVRX,2023-11-10,354.1,4.3,-0.05506072874493928,63275.8,0.10520048441219969,-0.4462321776249761,-0.005754520941372542,-0.041236607608289066,Healthcare,0.1568115661039658
101449,CVV,2023-11-10,39.5,1.4,0.146067415730337,6334.8,0.10373105460695656,0.01593461063720922,-0.03917577030539269,0.01899738901408332,Industrials,0.1568115661039658
101837,CWBC,2023-11-10,115.9,1.0,-0.12394083010196755,35136.4,0.03308782080549893,0.1018608596151834,-0.060721147103412504,0.005523337459035771,Financial Services,0.1568115661039658
102031,CWCO,2023-11-10,480.6,2.7,0.6870993139129458,273383.6,0.08461522834106557,0.07960057678375954,-0.0006447853949604901,0.029517071603022416,Utilities,0.1568115661039658
102239,CWH,2023-11-10,1570.4,10.5,-0.3008932577395276,964882.4,0.06692298148085286,0.10326661131035457,-1.374655053619066,0.007781910819653071,Consumer Cyclical,0.1568115661039658
102336,CWK,2023-11-10,1715.8,1.1,-0.3880099916736053,2066640.2,0.07942789212999754,-0.04688544468108259,-0.16720817075256114,-0.0012713774661317068,Real Estate,0.1568115661039658
102530,CWT,2023-11-10,2828.4,2.0,-0.18270365002864752,183872.4,0.029344779018110844,0.030540789553856466,-0.10789350753419978,0.015125516818907947,Utilities,0.1568115661039658
102880,CXT,2023-11-10,2900.4,3.3,0.45215977065358204,382298.0,0.03150465625276968,0.21118276521862378,-0.08943377506909503,-0.13540282723069563,Industrials,0.1568115661039658
102977,CXW,2023-11-10,1548.4,1.1,0.022263450834879572,1333438.2,0.04144146560409177,0.045609608218203146,-0.1248175083458299,-0.016058414090524553,Industrials,0.1568115661039658
103567,CYRX,2023-11-10,553.3,1.0,-0.45412632549562015,811522.8,0.0863846492874877,-0.06981084061413181,-0.0758676949121341,-0.0037626815615644515,Industrials,0.1568115661039658
103950,CZFS,2023-11-10,255.4,1.0,-0.30468481139556813,15686.8,0.062042472758838944,0.0772746484346305,-0.004620466965258134,0.06150211244653292,Financial Services,0.1568115661039658
104047,CZNC,2023-11-10,301.4,1.3,-0.22363182991381958,20526.8,0.04537162762320764,0.11141998459548033,-0.024941226219902034,0.008587166210548114,Financial Services,0.1568115661039658
104241,CZWI,2023-11-10,108.8,0.7,-0.313394797991155,18875.4,0.03539394309136273,0.08488867491989997,-0.022124661753764287,0.00698284444731101,Financial Services,0.1568115661039658
104533,DAKT,2023-11-10,471.3,2.1,1.4644808743169397,401065.4,0.05135267357125963,0.16192381454543575,-0.13318755847794508,0.01867201167121757,Technology,0.1568115661039658
104824,DAN,2023-11-10,1720.5,1.1,-0.17422448855703265,1118377.8,0.051308564250058024,-0.0640904806786051,-0.40339302544769085,0.008856682769726287,Consumer Cyclical,0.1568115661039658
105277,DAVE,2023-11-10,68.4,0.9,-0.5298713235294117,10625.0,0.08514342759701025,-0.7589143074939382,-0.9122585074836662,-0.031641627683699824,Technology,0.1568115661039658
105374,DAWN,2023-11-10,987.9,2.5,-0.4800375763269139,647181.4,0.07487253515176763,-0.4820406937198535,-0.0931515362863269,0.0214703017853608,Healthcare,0.1568115661039658
105496,DBI,2023-11-10,578.4,1.3,-0.21059709521247982,1081289.8,0.08065779426721822,0.3237035979689871,-0.43354608668801,0.005333734065263052,Consumer Cyclical,0.1568115661039658
105593,DBRG,2023-11-10,2545.9,1.5,0.37589705518436056,1517276.4,0.06732589607765549,0.04189754112992974,-0.1245379642231771,-0.10997870197185777,Real Estate,0.1568115661039658
105961,DCGO,2023-11-10,594.3,2.1,-0.26841448189762784,1423106.6,0.0773131234458515,0.026276553975895626,0.2658618843988658,0.04128166282880397,Healthcare,0.1568115661039658
106155,DCO,2023-11-10,697.3,1.1,-0.09542432538130619,109951.2,0.047003700473672784,0.03269880171582632,-0.03066237176611853,0.03695693330570493,Industrials,0.1568115661039658
106252,DCOM,2023-11-10,753.5,0.6,-0.38646969743795767,99261.0,0.05971434115754665,0.10054779229239863,-0.049325427047058286,0.014249742323262149,Financial Services,0.1568115661039658
106425,DCPH,2023-11-10,922.2,2.4,-0.33109346365302394,433833.8,0.06409732454213823,-0.49413888224507696,-0.10368428605596747,0.011004571996371393,Healthcare,0.1568115661039658
107103,DEA,2023-11-10,1039.6,0.8,-0.26645428048532505,956183.0,0.02953523525681305,0.02431198825552247,-0.07012512403974505,-0.01192569741652949,Real Estate,0.1568115661039658
107315,DEI,2023-11-10,1884.1,0.8,-0.26140252628959004,1557973.2,0.056943729823488325,0.009016738580925802,-0.17393828884578816,0.00103856907916966,Real Estate,0.1568115661039658
107586,DFH,2023-11-10,2152.7,2.2,0.9052823315118397,332726.2,0.09354652301333372,0.33488975542006677,-0.12632024153643695,0.010457220593807603,Consumer Cyclical,0.1568115661039658
107683,DFIN,2023-11-10,1585.8,4.1,0.4636314655172413,158492.8,0.04024041746372717,0.23182297154899895,-0.11239901650860555,-0.0033308231477726657,Financial Services,0.1568115661039658
108047,DGICA,2023-11-10,479.4,1.0,-0.02310953097224111,19233.8,0.022743911991340324,0.020395459346820816,-0.06890843212988337,0.0025890553715761655,Financial Services,0.1568115661039658
108144,DGII,2023-11-10,800.7,1.5,-0.39408373025821,333571.2,0.06597219972297855,0.057440785031817036,-0.039670357206731476,-0.006894662170618293,Technology,0.1568115661039658
108435,DH,2023-11-10,835.2,1.0,-0.42911073825503354,847807.6,0.0824907413346609,-0.19533422792002786,-0.23248447914964457,-0.035435340732873355,Healthcare,0.1568115661039658
108738,DHIL,2023-11-10,460.9,2.8,-0.04208089174254981,17554.4,0.03005256262702195,0.26340467832912173,0.05189825896354719,0.01097892842429582,Financial Services,0.1568115661039658
109358,DIOD,2023-11-10,2894.1,1.7,-0.061031726810365505,529168.2,0.050250951479936815,0.1819715435955756,-0.03189227103353963,-0.002408189785446657,Technology,0.1568115661039658
109688,DIT,2023-11-10,114.1,1.1,-0.0440033595220124,232.8,0.06548773676033558,0.1168784079944581,-0.08189904305947267,0.056757493372770584,Consumer Defensive,0.1568115661039658
109785,DJCO,2023-11-10,407.4,2.0,0.10363636363636353,2172.8,0.022752321684125054,-0.08561739315567767,-0.15165785485089192,-0.013200366791201512,Technology,0.1568115661039658
109882,DK,2023-11-10,1638.6,1.6,-0.19881305637982205,1976073.2,0.04977497253708297,0.06730229949523275,-0.5771682047621476,-0.01641894119916132,Energy,0.1568115661039658
110173,DLA,2023-11-10,58.8,0.4,-0.49444769140853295,24974.0,0.08378142495742477,-0.09729287558475422,-0.12054954824453022,-0.013829254685617798,Consumer Cyclical,0.1568115661039658
110367,DLHC,2023-11-10,198.1,1.9,0.08592592592592596,22216.2,0.07162415838074529,0.07538124726340151,-0.13477950835053482,0.16287479714468445,Industrials,0.1568115661039658
110852,DLX,2023-11-10,783.4,1.3,-0.015666082383873903,146114.6,0.048818425271775615,0.049913630471037196,-0.25348876533017695,-0.006106355923762852,Communication Services,0.1568115661039658
111206,DMLP,2023-11-10,1115.9,6.1,0.11298409063992754,90385.8,0.02096182344503246,0.6365274522957887,-0.1793010501996011,-0.004073360854223829,Energy,0.1568115661039658
111303,DMRC,2023-11-10,618.9,9.0,0.2634168157423973,142963.0,0.0764685211273179,-0.5767127829520451,-0.2849564457304759,-0.0717683571722173,Technology,0.1568115661039658
111691,DNLI,2023-11-10,2241.6,2.0,-0.34716981132075464,1260513.8,0.08194905955335127,-0.11536446768090801,0.19244687193170976,0.001697413586638108,Healthcare,0.1568115661039658
111885,DNOW,2023-11-10,1094.1,1.2,-0.07956318252730099,636215.8,0.03526783776396256,0.152557064432245,0.04969661947414042,0.01756680994206694,Energy,0.1568115661039658
111982,DNTH,2023-11-10,43.6,0.6,-0.35433884297520657,22949.4,0.06179379569410939,-0.7192327625469185,0.041293456808865946,-0.16946761983383973,Healthcare,0.1568115661039658
112079,DNUT,2023-11-10,2156.3,1.8,-0.17337855023314974,1833073.2,0.04052272556079725,-0.013260133404319476,-0.12379442401896719,0.0059402224302138595,Consumer Defensive,0.1568115661039658
112164,DO,2023-11-10,1290.3,1.6,0.42323232323232296,1608683.2,0.055751846152968146,0.06284617131852324,-0.0031592632354815937,0.04441944932851749,Energy,0.1568115661039658
112261,DOC,2023-11-10,2623.4,0.9,-0.15050852418233707,2413110.4,0.03244919208601367,0.01626361847675892,-0.07534609279820109,0.0034010111537110532,Real Estate,0.1568115661039658
112815,DOOR,2023-11-10,1809.4,2.1,0.09140553894162018,193412.6,0.04972047199219583,0.20125295981597824,-0.3251051133367145,0.04782535432391288,Basic Materials,0.1568115661039658
112912,DORM,2023-11-10,2106.2,1.9,-0.09696826707561634,103183.4,0.04148103381268404,0.08993251183249186,-0.06005007036791037,0.05301615046626096,Consumer Cyclical,0.1568115661039658
113297,DPSI,2023-11-10,40.0,2.1,-0.3216216216216218,4550.4,0.08651278128265862,0.18788247919023174,-0.06995562516314278,0.08036554737130919,Technology,0.1568115661039658
113531,DRH,2023-11-10,1716.8,1.0,-0.03363392639532059,1326490.0,0.04541391442661449,0.058157998066674745,-0.08636822632223422,-0.009989846179073059,Real Estate,0.1568115661039658
113919,DRQ,2023-11-10,763.6,0.9,-0.01666035592578574,271405.8,0.04683245248199161,-0.0017106184730248076,0.03938074241868785,0.009503088811706029,Energy,0.1568115661039658
114329,DRVN,2023-11-10,1860.9,2.1,-0.6427437281676722,1036253.2,0.08479804420693744,-0.4712862079462622,-0.6328990108151324,-0.008974183071302044,Consumer Cyclical,0.1568115661039658
114602,DSGR,2023-11-10,1131.3,1.7,0.5874686716791981,52393.8,0.06564810824623017,0.00881203904633798,-0.12353578242625345,0.06923378794413848,Industrials,0.1568115661039658
114828,DSP,2023-11-10,355.7,5.5,0.26635514018691575,90634.8,0.0795687812760871,-0.10258678230816165,-0.500403352948162,0.013817154918422059,Technology,0.1568115661039658
116322,DVAX,2023-11-10,1706.2,2.8,0.10989867498051442,1847550.6,0.04540455705588843,0.10507695759016634,-0.10420883712255025,-0.00678497284237789,Healthcare,0.1568115661039658
116613,DX,2023-11-10,610.6,0.8,0.05081538877376346,790939.0,0.05541399507313209,0.014938991080540143,-0.07305030649746735,0.11678272897183994,Real Estate,0.1568115661039658
117001,DXPE,2023-11-10,520.6,1.4,0.2234281437125749,48458.6,0.047105485027422324,0.16285002481807434,-0.02024828938621609,0.011897502250088454,Industrials,0.1568115661039658
117292,DY,2023-11-10,2445.5,2.5,-0.2336946536836303,234394.6,0.034863334985283545,0.21242453364600536,-0.024855866125397794,0.020711228791159275,Industrials,0.1568115661039658
117486,DYN,2023-11-10,534.0,3.5,-0.1976401179941003,623993.4,0.08573556254618941,-0.9757270743330513,-0.12087002791796665,-0.08239919655657135,Healthcare,0.1568115661039658
118042,EARN,2023-11-10,84.8,0.7,-0.004526404023470265,74239.6,0.045814537476442624,0.01385856923021866,-0.021982249579501126,-0.008427678448499787,Real Estate,0.1568115661039658
118204,EB,2023-11-10,727.5,4.1,0.15543328748280616,1365456.2,0.0710751296954202,-0.1253183309128057,-0.3461810477052525,0.010925772222037056,Technology,0.1568115661039658
118398,EBC,2023-11-10,2021.9,0.8,-0.3578332332223011,797049.2,0.0637930318392785,-0.017570213316962346,-0.10231281420093977,-0.010075318268750633,Financial Services,0.1568115661039658
118577,EBF,2023-11-10,548.5,1.6,-0.021828477486528386,59890.2,0.02228750474347708,0.13803600711114578,-0.04178210531603884,0.011167260503726961,Industrials,0.1568115661039658
118771,EBMT,2023-11-10,92.2,0.6,-0.34513778182646315,4464.8,0.035050582308345846,0.07535672637941807,-0.026451337753430348,0.01583480239602486,Financial Services,0.1568115661039658
